player_id,first_name,second_name,name,position,team,price,status,news,chance_of_playing_next_round,selected_by_percent,form,points_per_game,total_points,minutes,goals_scored,assists,clean_sheets,expected_goals,expected_assists,influence,creativity,threat,ict_index,bps,bonus,transfers_in,transfers_out,transfers_in_event,transfers_out_event,minutes_gw1,goals_gw1,assists_gw1,clean_sheets_gw1,bonus_gw1,bps_gw1,total_points_gw1,started_gw1,played_gw1,availability,availability_multiplier,xmins,start_probability,rotation_risk,reliable_starter
114,Olivier,Boscagli,Boscagli,DEF,Brighton,4.5,a,,,0.3,6.0,6.0,6,90,0,0,1,0.0,0.04,15.2,7.3,6.0,2.9,29,0,3133,1207,3133,1207,90.0,0.0,0.0,1.0,0.0,29.0,6.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
115,Maxim,De Cuyper,De Cuyper,DEF,Brighton,4.6,a,,,7.4,17.0,17.0,17,77,1,1,1,1.47,0.21,40.6,45.3,43.0,12.9,46,2,414365,16632,414365,16632,77.0,1.0,1.0,1.0,2.0,46.0,17.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
116,Lewis,Dunk,Dunk,DEF,Brighton,4.5,a,,,1.2,6.0,6.0,6,90,0,0,1,0.0,0.04,13.4,6.4,0.0,2.0,24,0,10806,4137,10806,4137,90.0,0.0,0.0,1.0,0.0,24.0,6.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
117,Diego,Coppola,Coppola,DEF,Brighton,4.5,a,,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,156,184,156,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
118,Igor Julio,dos Santos de Paulo,Igor,DEF,Brighton,4.5,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,420,731,420,731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
119,João Pedro,Loureiro da Costa,Costinha,DEF,Brighton,4.5,a,,,0.0,1.0,1.0,1,26,0,0,0,0.12,0.0,8.2,1.9,18.0,2.8,7,0,252,173,252,173,26.0,0.0,0.0,0.0,0.0,7.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
120,Michael,Svoboda,Svoboda,DEF,Brighton,5.0,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,718,582,718,582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
121,Mitoma,Kaoru,Mitoma,MID,Brighton,6.0,i,Hamstring injury - Unknown return date,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,145,1083,145,1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
122,Yankuba,Minteh,Minteh,MID,Brighton,6.0,i,Leg injury - Expected back 28 Nov,0.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,128,3101,128,3101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
123,Jack,Hinshelwood,Hinshelwood,MID,Brighton,6.0,d,Unspecified injury - 75% chance of playing,75.0,2.6,16.0,16.0,16,63,2,0,1,1.41,0.02,72.8,13.4,59.0,14.5,54,3,135439,17733,135439,17733,63.0,2.0,0.0,1.0,3.0,54.0,16.0,1,1,MINOR_RISK,0.75,56.2,0.6244444444444445,HIGH,0
124,Pascal,Groß,Groß,MID,Brighton,5.5,a,,,13.1,2.0,2.0,2,90,0,0,1,0.0,0.27,21.0,56.9,8.0,8.6,18,0,19525,83781,19525,83781,90.0,0.0,0.0,1.0,0.0,18.0,2.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
125,Georginio,Rutter,Georginio,FWD,Brighton,5.5,d,Unspecified injury - 75% chance of playing,75.0,1.0,5.0,5.0,5,90,0,1,1,0.08,0.44,19.8,11.4,15.0,4.6,22,0,22736,10413,22736,10413,90.0,0.0,1.0,1.0,0.0,22.0,5.0,1,1,MINOR_RISK,0.75,61.5,0.6833333333333333,MEDIUM,1
126,Matt,O'Riley,O'Riley,MID,Brighton,5.5,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,554,1155,554,1155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
127,Diego,Gómez Amarilla,Gomez,MID,Brighton,5.0,a,,,3.8,6.0,6.0,6,85,0,1,1,0.18,0.48,33.0,25.1,41.0,9.9,27,0,17370,13323,17370,13323,85.0,0.0,1.0,1.0,0.0,27.0,6.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
128,Facundo,Buonanotte,Buonanotte,MID,Brighton,5.0,u,Has joined Elche on loan for the rest of the season,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,154,0,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
129,Yasin,Ayari,Ayari,MID,Brighton,5.5,a,,,0.6,2.0,2.0,2,63,0,0,1,0.11,0.03,0.0,15.0,6.0,1.7,8,0,2697,6010,2697,6010,63.0,0.0,0.0,1.0,0.0,8.0,2.0,1,1,AVAILABLE,1.0,75.0,0.8333333333333334,MEDIUM,1
130,Mats,Wieffer,Wieffer,DEF,Brighton,5.0,a,,,0.4,7.0,7.0,7,77,0,0,1,0.09,0.05,16.6,26.3,6.0,4.9,32,1,11520,2442,11520,2442,77.0,0.0,0.0,1.0,1.0,32.0,7.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
132,Harry,Howell,Howell,MID,Brighton,4.5,u,Has joined Leicester City on loan for the rest of the season,0.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1379,0,1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
133,Tom,Watson,Watson,MID,Brighton,5.0,u,Has joined Leicester City on loan for the rest of the season,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,48,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
134,Nehemiah,Oriola,Oriola,MID,Brighton,4.5,a,,,0.3,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1463,2287,1463,2287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
135,Zadok,Yohanna,Yohanna,MID,Brighton,5.0,a,,,0.1,1.0,1.0,1,12,0,0,0,0.0,0.03,0.2,1.3,0.0,0.2,3,0,328,691,328,691,12.0,0.0,0.0,0.0,0.0,3.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
137,Stefanos,Tzimas,Tzimas,FWD,Brighton,5.5,i,Knee injury - Unknown return date,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,74,216,74,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
138,Charalampos,Kostoulas,Kostoulas,FWD,Brighton,5.5,a,,,0.2,1.0,1.0,1,26,0,0,0,0.18,0.0,0.0,0.4,10.0,0.9,-1,0,919,1711,919,1711,26.0,0.0,0.0,0.0,0.0,-1.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
139,Evan,Ferguson,Ferguson,FWD,Brighton,5.0,i,Ankle injury - Expected back 10 Oct,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,284,557,284,557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
328,Pascal,Struijk,Struijk,DEF,Brighton,5.0,a,,100.0,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1299,2064,1299,2064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
504,Luka,Vušković,Vuskovic,DEF,Brighton,5.0,a,,,2.5,6.0,6.0,6,90,0,0,1,0.13,0.03,12.4,4.5,12.0,2.9,19,0,18922,9909,18922,9909,90.0,0.0,0.0,1.0,0.0,19.0,6.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
594,Promise,David,David,FWD,Brighton,6.0,a,,,0.3,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2240,3199,2240,3199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
600,Ibrahim,Osman,Osman,MID,Brighton,5.0,a,,,0.0,1.0,1.0,1,12,0,0,0,0.0,0.05,4.2,15.4,4.0,2.4,7,0,198,122,198,122,12.0,0.0,0.0,0.0,0.0,7.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
605,Malick,Yalcouyé,Yalcouyé,MID,Brighton,4.5,a,,,0.1,1.0,1.0,1,4,0,0,0,0.0,0.01,0.6,2.7,0.0,0.3,3,0,3566,772,3566,772,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
614,Jaouen,Hadjam,Hadjam,DEF,Brighton,4.5,a,,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,631,27,631,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
40,Morgan,Rogers,Rogers,MID,Chelsea,7.5,a,,,26.0,8.0,8.0,8,81,1,0,0,0.96,0.1,48.8,53.5,29.0,13.1,37,1,202113,55395,202113,55395,81.0,1.0,0.0,0.0,1.0,37.0,8.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
101,Jordan,Henderson,Henderson,MID,Chelsea,5.0,d,Wrist injury - 75% chance of playing,75.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,201,603,201,603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MINOR_RISK,0.75,7.5,0.08333333333333333,VERY_HIGH,0
136,Danny,Welbeck,Welbeck,FWD,Chelsea,6.0,a,,100.0,1.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1570,19641,1570,19641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
140,Robert,Lynch Sánchez,Sánchez,GKP,Chelsea,5.0,a,,,2.3,2.0,2.0,2,90,0,0,0,0.0,0.01,21.4,0.0,0.0,2.1,6,0,7750,17122,7750,17122,90.0,0.0,0.0,0.0,0.0,6.0,2.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
141,Filip,Jörgensen,Jörgensen,GKP,Chelsea,5.0,u,Has joined RC Strasbourg on loan for the rest of the season,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,472,0,472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
142,Reece,James,James,DEF,Chelsea,5.5,a,,,10.0,0.0,0.0,0,90,0,0,0,0.1,0.07,23.4,16.8,19.0,5.9,5,0,52463,66157,52463,66157,90.0,0.0,0.0,0.0,0.0,5.0,0.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
143,Trevoh,Chalobah,Chalobah,DEF,Chelsea,5.5,u,Has joined Como permanently,0.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7305,0,7305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
144,Malo,Gusto,Gusto,DEF,Chelsea,5.0,a,,,1.2,1.0,1.0,1,75,0,0,0,0.0,0.03,7.2,9.8,6.0,2.3,2,0,10898,9106,10898,9106,75.0,0.0,0.0,0.0,0.0,2.0,1.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
145,Wesley,Fofana,Fofana,DEF,Chelsea,5.0,a,,100.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,649,221,649,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
146,Benoît,Badiashile Mukinayi,B.Badiashile,DEF,Chelsea,4.5,u,Has joined Napoli on loan for the rest of the season,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,232,667,232,667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
147,Tosin,Adarabioyo,Tosin,DEF,Chelsea,4.5,a,,,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,232,1716,232,1716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
148,Jorrel,Hato,Hato,DEF,Chelsea,4.5,a,,,0.5,1.0,1.0,1,64,0,0,0,0.01,0.03,8.4,12.3,11.0,3.2,5,0,3566,3728,3566,3728,64.0,0.0,0.0,0.0,0.0,5.0,1.0,1,1,AVAILABLE,1.0,75.0,0.8333333333333334,MEDIUM,1
149,Levi,Samuels Colwill,Colwill,DEF,Chelsea,5.0,a,,,1.5,0.0,0.0,0,90,0,0,0,0.01,0.03,6.0,1.6,7.0,1.5,6,0,9222,14448,9222,14448,90.0,0.0,0.0,0.0,0.0,6.0,0.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
150,Mamadou,Sarr,M.Sarr,DEF,Chelsea,4.5,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,381,827,381,827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
151,Josh,Acheampong,Acheampong,DEF,Chelsea,4.5,a,,,0.3,3.0,3.0,3,90,0,0,0,0.0,0.01,33.2,2.2,2.0,3.7,13,0,5654,2476,5654,2476,90.0,0.0,0.0,0.0,0.0,13.0,3.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
152,Marco,Palestra,Palestra,DEF,Chelsea,5.5,d,Unspecified injury - 75% chance of playing,75.0,2.4,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4838,46713,4838,46713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MINOR_RISK,0.75,7.5,0.08333333333333333,VERY_HIGH,0
153,Axel,Disasi,Disasi,DEF,Chelsea,4.5,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,398,734,398,734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
154,Cole,Palmer,Palmer,MID,Chelsea,9.5,a,,100.0,15.1,13.0,13.0,13,82,1,1,0,0.28,0.19,65.2,41.3,54.0,16.1,60,3,285130,26847,285130,26847,82.0,1.0,1.0,0.0,3.0,60.0,13.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
155,Enzo,Fernández,Enzo,MID,Chelsea,7.0,a,,,4.6,1.0,1.0,1,25,0,0,0,0.0,0.02,3.4,12.0,0.0,1.5,6,0,14076,66708,14076,66708,25.0,0.0,0.0,0.0,0.0,6.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
156,Pedro,Lomba Neto,Neto,MID,Chelsea,6.5,a,,,1.2,1.0,1.0,1,14,0,0,0,0.03,0.07,5.2,4.1,4.0,1.3,9,0,5080,18006,5080,18006,14.0,0.0,0.0,0.0,0.0,9.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
157,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,MID,Chelsea,6.5,a,,,1.2,1.0,1.0,1,7,0,0,0,0.0,0.0,0.2,0.4,0.0,0.1,3,0,4773,19723,4773,19723,7.0,0.0,0.0,0.0,0.0,3.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
158,Jamie,Bynoe-Gittens,Gittens,MID,Chelsea,6.0,a,,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,239,631,239,631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
159,Moisés,Caicedo Corozo,Caicedo,MID,Chelsea,5.5,d,Unspecified injury - 75% chance of playing,75.0,3.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9287,78149,9287,78149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MINOR_RISK,0.75,7.5,0.08333333333333333,VERY_HIGH,0
161,Roméo,Lavia,Lavia,MID,Chelsea,5.0,a,,,0.1,1.0,1.0,1,64,0,0,0,0.21,0.03,13.6,21.9,33.0,6.9,8,0,938,777,938,777,64.0,0.0,0.0,0.0,0.0,8.0,1.0,1,1,AVAILABLE,1.0,75.0,0.8333333333333334,MEDIUM,1
163,Dário,Luís Essugo,D.Essugo,MID,Chelsea,4.5,a,,,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1125,2450,1125,2450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
164,Geovany,Quenda,Quenda,MID,Chelsea,5.5,a,,100.0,0.0,1.0,1.0,1,8,0,0,0,0.0,0.0,1.2,0.3,2.0,0.4,2,0,205,672,205,672,8.0,0.0,0.0,0.0,0.0,2.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
165,João Pedro,Junqueira de Jesus,João Pedro,FWD,Chelsea,7.6,a,,,67.5,11.0,11.0,11,90,1,1,0,0.63,0.06,51.2,23.0,37.0,11.1,45,2,320601,23635,320601,23635,90.0,1.0,1.0,0.0,2.0,45.0,11.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
166,Nicolas,Jackson,N.Jackson,FWD,Chelsea,6.5,a,,,0.3,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3772,6781,3772,6781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
167,Liam,Delap,Delap,FWD,Chelsea,5.5,a,,,0.5,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4686,6405,4686,6405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
168,Marc,Guiu Paz,Marc Guiu,FWD,Chelsea,5.0,a,,,0.5,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1953,5099,1953,5099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
169,Shumaira,Mheuka,Mheuka,FWD,Chelsea,4.5,a,,,0.3,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2533,3824,2533,3824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
170,Emmanuel,Emegha,Emegha,FWD,Chelsea,5.0,a,,100.0,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1305,1983,1305,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
200,Maxence,Lacroix,Lacroix,DEF,Chelsea,6.0,a,,,9.5,6.0,6.0,6,90,0,1,0,0.0,0.2,44.2,11.2,2.0,5.7,25,0,52471,36547,52471,36547,90.0,0.0,1.0,0.0,0.0,25.0,6.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
560,Mike,Penders,Penders,GKP,Chelsea,4.5,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,326,634,326,634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
561,Aaron,Anselmino,Anselmino,DEF,Chelsea,4.5,a,,100.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,104,421,104,421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
568,Valentín,Barco,Barco,MID,Chelsea,5.5,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,292,1341,292,1341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
578,Mykhailo,Mudryk,Mudryk,MID,Chelsea,5.5,a,,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,211,835,211,835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
583,Pep,Chavarría,Chavarria,DEF,Chelsea,5.0,a,,,0.2,1.0,1.0,1,25,0,0,0,0.0,0.0,2.4,0.2,2.0,0.5,3,0,874,1950,874,1950,25.0,0.0,0.0,0.0,0.0,3.0,1.0,0,1,AVAILABLE,1.0,20.0,0.2222222222222222,VERY_HIGH,0
104,Frank,Onyeka,Onyeka,MID,Coventry City,5.0,a,,,0.2,2.0,2.0,2,90,0,0,0,0.0,0.01,3.6,1.6,0.0,0.5,8,0,1602,1244,1602,1244,90.0,0.0,0.0,0.0,0.0,8.0,2.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
110,Carl,Rushworth,Rushworth,GKP,Coventry City,4.5,a,,,1.2,1.0,1.0,1,90,0,0,0,0.0,0.01,14.2,0.0,0.0,1.4,0,0,6131,3583,6131,3583,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
171,Oliver,Dovin,Dovin,GKP,Coventry City,4.0,a,,,1.6,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1953,5074,1953,5074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
172,Ben,Wilson,Wilson,GKP,Coventry City,4.5,a,,,0.5,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,179,2744,179,2744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
173,Bobby,Thomas,Thomas,DEF,Coventry City,4.0,a,,,7.9,3.0,3.0,3,90,0,0,0,0.02,0.01,23.2,11.2,1.0,3.5,11,0,28126,19235,28126,19235,90.0,0.0,0.0,0.0,0.0,11.0,3.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
174,Liam,Kitching,Kitching,DEF,Coventry City,4.0,a,,,0.7,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,428,3817,428,3817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
175,Milan,van Ewijk,van Ewijk,DEF,Coventry City,4.0,a,,,13.1,1.0,1.0,1,90,0,0,0,0.0,0.01,10.6,2.0,2.0,1.5,-8,0,26544,42158,26544,42158,90.0,0.0,0.0,0.0,0.0,-8.0,1.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
176,Jay,Dasilva,Dasilva,DEF,Coventry City,4.0,a,,,0.8,1.0,1.0,1,90,0,0,0,0.0,0.02,13.8,3.8,0.0,1.8,-4,0,2232,3183,2232,3183,90.0,0.0,0.0,0.0,0.0,-4.0,1.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
177,Kaine,Kesler-Hayden,Kesler-Hayden,DEF,Coventry City,4.0,i,Hamstring injury - Unknown return date,0.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,140,492,140,492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
178,Jake,Bidwell,Bidwell,DEF,Coventry City,4.0,a,,,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,447,617,447,617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
179,Joel,Latibeaudiere,Latibeaudiere,DEF,Coventry City,4.0,a,,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,106,334,106,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
180,Luke,Woolfenden,Woolfenden,DEF,Coventry City,4.0,i,Knee injury - Unknown return date,0.0,0.2,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,871,1577,871,1577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,UNAVAILABLE,0.0,0.0,0.0,OUT,0
181,Miguel,Brau,Brau,DEF,Coventry City,4.0,a,,,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,212,276,212,276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,AVAILABLE,1.0,10.0,0.1111111111111111,VERY_HIGH,0
182,Aurèle,Amenda,Amenda,DEF,Coventry City,4.0,a,,,0.9,1.0,1.0,1,90,0,0,0,0.0,0.01,28.8,0.8,0.0,3.0,1,0,2510,3615,2510,3615,90.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,AVAILABLE,1.0,82.0,0.9111111111111111,LOW,1
