fpl_id,fpl_name,understat_name,understat_id,normalized_name
104.0,Ethan Pinnock,Ethan Pinnock,9678,ethan pinnock
88.0,Nathan Collins,Nathan Collins,9733,nathan collins
725.0,Donyell Malen,Donyell Malen,9749,donyell malen
27.0,Cameron Archer,Cameron Archer,9912,cameron archer
357.0,James McAtee,James McAtee,10126,james mcatee
115.0,Carlos Baleba,Carlos Baleba,10527,carlos baleba
608.0,Tyler Dibling,Tyler Dibling,10586,tyler dibling
63.0,Ryan Christie,Ryan Christie,10744,ryan christie
380.0,Lisandro Martínez,Lisandro Martínez,10802,lisandro martinez
449.0,Ryan Yates,Ryan Yates,11003,ryan yates
126.0,Jack Hinshelwood,Jack Hinshelwood,11269,jack hinshelwood
70.0,Milos Kerkez,Milos Kerkez,11709,milos kerkez
113.0,Simon Adingra,Simon Adingra,11710,simon adingra
580.0,Dean Huijsen,Dean Huijsen,11943,dean huijsen
,,Jake O&#039;Brien,12014,jake o039brien
,,Mateus Fernandes,12948,mateus fernandes
635.0,Bilal El Khannouss,Bilal El Khannouss,13020,bilal el khannouss
512.0,Michail Antonio,Michail Antonio,531,michail antonio
238.0,Ashley Young,Ashley Young,631,ashley young
349.0,Jack Grealish,Jack Grealish,675,jack grealish
339.0,Virgil van Dijk,Virgil van Dijk,833,virgil van dijk
523.0,Danny Ings,Danny Ings,986,danny ings
557.0,Mario Lemina,Mario Lemina,1299,mario lemina
236.0,James Tarkowski,James Tarkowski,1665,james tarkowski
377.0,Harry Maguire,Harry Maguire,1687,harry maguire
64.0,Lewis Cook,Lewis Cook,1789,lewis cook
,,Casemiro,2248,casemiro
654.0,Carlos Soler,Carlos Soler,2478,carlos soler
,,Estupiñán,5136,estupinan
28.0,Leon Bailey,Leon Bailey,5221,leon bailey
187.0,Tosin Adarabioyo,Tosin Adarabioyo,5590,tosin adarabioyo
651.0,Orel Mangala,Orel Mangala,6088,orel mangala
326.0,Ibrahima Konaté,Ibrahima Konaté,6326,ibrahima konate
11.0,Eddie Nketiah,Eddie Nketiah,6482,eddie nketiah
10.0,Reiss Nelson,Reiss Nelson,6492,reiss nelson
,,Bobby Reid,6827,bobby reid
243.0,Tom Cairney,Tom Cairney,6835,tom cairney
167.0,Axel Disasi,Axel Disasi,6885,axel disasi
498.0,Cristian Romero,Cristian Romero,7218,cristian romero
44.0,Ezri Konsa Ngoyo,Ezri Konsa Ngoyo,7726,ezri konsa ngoyo
424.0,Taiwo Awoniyi,Taiwo Awoniyi,7814,taiwo awoniyi
,,João Félix,7892,joao felix
770.0,Marshall Munetsi,Marshall Munetsi,7908,marshall munetsi
172.0,Reece James,Reece James,8067,reece james
437.0,Neco Williams,Neco Williams,8204,neco williams
,,William Smallbone,8224,william smallbone
461.0,Taylor Harwood-Bellis,Taylor Harwood-Bellis,8495,taylor harwoodbellis
291.0,Wout Faes,Wout Faes,8646,wout faes
224.0,Jack Harrison,Jack Harrison,8720,jack harrison
650.0,Maxence Lacroix,Maxence Lacroix,8853,maxence lacroix
,,Matthew Cash,8864,matthew cash
267.0,Leif Davis,Leif Davis,8919,leif davis
53.0,Jacob Ramsey,Jacob Ramsey,8941,jacob ramsey
423.0,Elliot Anderson,Elliot Anderson,9154,elliot anderson
262.0,Nathan Broadhead,Nathan Broadhead,9406,nathan broadhead
,,Moisés Caicedo,9453,moises caicedo
587.0,Crysencio Summerville,Crysencio Summerville,9492,crysencio summerville
462.0,Kamaldeen Sulemana,Kamaldeen Sulemana,9630,kamaldeen sulemana
94.0,Vitaly Janelt,Vitaly Janelt,9680,vitaly janelt
289.0,Patson Daka,Patson Daka,9738,patson daka
768.0,Mathys Tel,Mathys Tel,9780,mathys tel
123.0,Evan Ferguson,Evan Ferguson,10177,evan ferguson
619.0,Jens Cajuste,Jens Cajuste,10301,jens cajuste
504.0,Djed Spence,Djed Spence,10764,djed spence
162.0,Levi Colwill,Levi Colwill,10805,levi colwill
144.0,Jan Paul van Hecke,Jan Paul van Hecke,10807,jan paul van hecke
98.0,Keane Lewis-Potter,Keane Lewis-Potter,10809,keane lewispotter
518.0,Flynn Downes,Flynn Downes,10845,flynn downes
355.0,Rico Lewis,Rico Lewis,10847,rico lewis
80.0,Luis Sinisterra,Luis Sinisterra,10866,luis sinisterra
,,Carlos Alcaraz,11297,carlos alcaraz
411.0,Lewis Miley,Lewis Miley,11386,lewis miley
6.0,Jurriën Timber,Jurriën Timber,11707,jurrien timber
241.0,Calvin Bassey,Calvin Bassey,11728,calvin bassey
,,Sávio,11735,savio
652.0,Manuel Ugarte,Manuel Ugarte,11766,manuel ugarte
,,Murillo,12123,murillo
,,Matheus França,12152,matheus franca
597.0,Myles Lewis-Skelly,Myles Lewis-Skelly,12272,myles lewisskelly
270.0,Jacob Greaves,Jacob Greaves,12745,jacob greaves
278.0,Sam Morsy,Sam Morsy,12748,sam morsy
265.0,Conor Chaplin,Conor Chaplin,12750,conor chaplin
281.0,Jack Taylor,Jack Taylor,12754,jack taylor
,,Rodrigo Gomes,12756,rodrigo gomes
149.0,Mats Wieffer,Mats Wieffer,12758,mats wieffer
,,Yukinari Sugawara,12761,yukinari sugawara
620.0,Ramón Sosa,Ramón Sosa,13021,ramon sosa
645.0,Justin Devenny,Justin Devenny,13038,justin devenny
628.0,Ferdi Kadioglu,Ferdi Kadioglu,13066,ferdi kadioglu
,,Matt O&#039;Riley,13206,matt o039riley
730.0,Romain Esse,Romain Esse,13387,romain esse
509.0,Timo Werner,Timo Werner,65,timo werner
307.0,Jannik Vestergaard,Jannik Vestergaard,111,jannik vestergaard
248.0,Bernd Leno,Bernd Leno,181,bernd leno
625.0,Ilkay Gündogan,Ilkay Gündogan,314,ilkay gundogan
421.0,Callum Wilson,Callum Wilson,468,callum wilson
308.0,Danny Ward,Danny Ward,473,danny ward
463.0,Adam Lallana,Adam Lallana,486,adam lallana
134.0,James Milner,James Milner,489,james milner
215.0,Joel Ward,Joel Ward,510,joel ward
517.0,Aaron Cresswell,Aaron Cresswell,534,aaron cresswell
341.0,Nathan Aké,Nathan Aké,579,nathan ake
221.0,Séamus Coleman,Seamus Coleman,585,seamus coleman
196.0,Nathaniel Clyne,Nathaniel Clyne,603,nathaniel clyne
186.0,Raheem Sterling,Raheem Sterling,618,raheem sterling
469.0,Alex McCarthy,Alex McCarthy,635,alex mccarthy
363.0,Kyle Walker,Kyle Walker,638,kyle walker
370.0,Christian Eriksen,Christian Eriksen,646,christian eriksen
418.0,Kieran Trippier,Kieran Trippier,652,kieran trippier
484.0,Ben Davies,Ben Davies,660,ben davies
222.0,Idrissa Gueye,Idrissa Gueye,668,idrissa gueye
,,Willian,700,willian
,,Lukasz Fabianski,706,lukasz fabianski
235.0,Jordan Pickford,Jordan Pickford,741,jordan pickford
214.0,Jeffrey Schlupp,Jeffrey Schlupp,757,jeffrey schlupp
160.0,Ben Chilwell,Ben Chilwell,782,ben chilwell
542.0,Craig Dawson,Craig Dawson,804,craig dawson
371.0,Jonny Evans,Jonny Evans,807,jonny evans
81.0,Adam Smith,Adam Smith,825,adam smith
488.0,Fraser Forster,Fraser Forster,831,fraser forster
531.0,James Ward-Prowse,James Ward-Prowse,843,james wardprowse
416.0,Matt Targett,Matt Targett,884,matt targett
476.0,Kyle Walker-Peters,Kyle Walker-Peters,885,kyle walkerpeters
254.0,Harrison Reed,Harrison Reed,910,harrison reed
282.0,Axel Tuanzebe,Axel Tuanzebe,934,axel tuanzebe
309.0,Harry Winks,Harry Winks,971,harry winks
204.0,Sam Johnstone,Sam Johnstone,978,sam johnstone
225.0,Mason Holgate,Mason Holgate,985,mason holgate
,,Joseph Gomez,987,joseph gomez
387.0,Luke Shaw,Luke Shaw,1006,luke shaw
49.0,Tyrone Mings,Tyrone Mings,1024,tyrone mings
764.0,Alex Palmer,Alex Palmer,1038,alex palmer
,,Alisson,1257,alisson
,,Neto,1297,neto
,,Jorginho,1389,jorginho
636.0,Federico Chiesa,Federico Chiesa,1433,federico chiesa
249.0,Saša Lukić,Sasa Lukic,1537,sasa lukic
405.0,Emil Krafth,Emil Krafth,1545,emil krafth
100.0,Ben Mee,Ben Mee,1654,ben mee
397.0,Ryan Fraser,Ryan Fraser,1683,ryan fraser
335.0,Andrew Robertson,Andrew Robertson,1688,andrew robertson
472.0,Jack Stephens,Jack Stephens,1735,jack stephens
36.0,Lucas Digne,Lucas Digne,1823,lucas digne
,,Jefferson Lerma,2182,jefferson lerma
,,Emiliano Buendía,2203,emiliano buendia
513.0,Alphonse Areola,Alphonse Areola,2310,alphonse areola
,,Rodri,2496,rodri
25.0,Oleksandr Zinchenko,Oleksandr Zinchenko,2958,oleksandr zinchenko
245.0,Issa Diop,Issa Diop,3203,issa diop
515.0,Maxwel Cornet,Maxwel Cornet,3278,maxwel cornet
,,Ricardo Pereira,3303,ricardo pereira
198.0,Odsonne Edouard,Odsonne Edouard,3697,odsonne edouard
,,Álex Moreno,4120,alex moreno
,,Emiliano Martinez,4401,emiliano martinez
,,Kepa,5061,kepa
767.0,Kevin Danso,Kevin Danso,5261,kevin danso
300.0,Wilfred Ndidi,Wilfred Ndidi,5545,wilfred ndidi
413.0,Nick Pope,Nick Pope,5552,nick pope
381.0,Scott McTominay,Scott McTominay,5560,scott mctominay
14.0,Aaron Ramsdale,Aaron Ramsdale,5603,aaron ramsdale
,,Diego Carlos,5712,diego carlos
442.0,Ibrahim Sangaré,Ibrahim Sangare,5722,ibrahim sangare
42.0,Boubacar Kamara,Boubacar Kamara,5789,boubacar kamara
257.0,Kenny Tete,Kenny Tete,5973,kenny tete
76.0,Philip Billing,Philip Billing,6034,philip billing
475.0,Charlie Taylor,Charlie Taylor,6044,charlie taylor
120.0,Lewis Dunk,Lewis Dunk,6048,lewis dunk
132.0,Solly March,Solly March,6049,solly march
,,Ederson,6054,ederson
376.0,Victor Lindelöf,Victor Lindelöf,6080,victor lindelof
203.0,Will Hughes,Will Hughes,6104,will hughes
205.0,Daichi Kamada,Daichi Kamada,6145,daichi kamada
244.0,Timothy Castagne,Timothy Castagne,6157,timothy castagne
,,Nélson Semedo,6163,nelson semedo
52.0,Pau Torres,Pau Torres,6221,pau torres
285.0,Boubakary Soumaré,Boubakary Soumare,6310,boubakary soumare
191.0,Joachim Andersen,Joachim Andersen,6314,joachim andersen
287.0,Hamza Choudhury,Hamza Choudhury,6418,hamza choudhury
275.0,Ben Johnson,Ben Johnson,6424,ben johnson
340.0,Manuel Akanji,Manuel Akanji,6490,manuel akanji
396.0,Martin Dúbravka,Martin Dubravka,6532,martin dubravka
420.0,Joe Willock,Joe Willock,6630,joe willock
528.0,Konstantinos Mavropanos,Konstantinos Mavropanos,6722,konstantinos mavropanos
591.0,Jean-Clair Todibo,Jean-Clair Todibo,6816,jeanclair todibo
425.0,Willy Boly,Willy Boly,6850,willy boly
288.0,Conor Coady,Conor Coady,6851,conor coady
443.0,Matz Sels,Matz Sels,6903,matz sels
51.0,Robin Olsen,Robin Olsen,6962,robin olsen
568.0,Arijanet Muric,Arijanet Muric,7027,arijanet muric
91.0,Mark Flekken,Mark Flekken,7047,mark flekken
410.0,Sean Longstaff,Sean Longstaff,7078,sean longstaff
95.0,Mathias Jensen,Mathias Jensen,7166,mathias jensen
496.0,Sergio Reguilón,Sergio Reguilón,7187,sergio reguilon
501.0,Oliver Skipp,Oliver Skipp,7198,oliver skipp
142.0,Jason Steele,Jason Steele,7235,jason steele
,,Benoit Badiashile Mukinayi,7240,benoit badiashile mukinayi
,,Diogo Dalot,7281,diogo dalot
,,Ben White,7298,ben white
524.0,Max Kilman,Max Kilman,7332,max kilman
301.0,Caleb Okoli,Caleb Okoli,7333,caleb okoli
60.0,Tyler Adams,Tyler Adams,7352,tyler adams
395.0,Dan Burn,Dan Burn,7382,dan burn
,,Carlos Vinicius,7395,carlos vinicius
,,Miguel Almirón,7420,miguel almiron
223.0,James Garner,James Garner,7438,james garner
319.0,Harvey Elliott,Harvey Elliott,7546,harvey elliott
84.0,Mark Travers,Mark Travers,7582,mark travers
189.0,Wesley Fofana,Wesley Fofana,7589,wesley fofana
59.0,Max Aarons,Max Aarons,7688,max aarons
715.0,Ben Godfrey,Ben Godfrey,7689,ben godfrey
147.0,Adam Webster,Adam Webster,7699,adam webster
201.0,Dean Henderson,Dean Henderson,7702,dean henderson
48.0,John McGinn,John McGinn,7723,john mcginn
382.0,Mason Mount,Mason Mount,7768,mason mount
325.0,Caoimhin Kelleher,Caoimhin Kelleher,7904,caoimhin kelleher
,,Takehiro Tomiyasu,7931,takehiro tomiyasu
,,Igor Julio,7943,igor julio
124.0,Billy Gilmour,Billy Gilmour,7988,billy gilmour
21.0,Kieran Tierney,Kieran Tierney,8089,kieran tierney
404.0,Lloyd Kelly,Lloyd Kelly,8090,lloyd kelly
479.0,Brandon Austin,Brandon Austin,8093,brandon austin
534.0,Boubacar Traoré,Boubacar Traore,8119,boubacar traore
210.0,Tyrick Mitchell,Tyrick Mitchell,8214,tyrick mitchell
431.0,Nicolás Domínguez,Nicolás Domínguez,8252,nicolas dominguez
588.0,Guido Rodríguez,Guido Rodríguez,8267,guido rodriguez
622.0,Sander Berge,Sander Berge,8285,sander berge
,,Daniel Podence,8291,daniel podence
156.0,Armando Broja,Armando Broja,8384,armando broja
194.0,Chris Richards,Chris Richards,8430,chris richards
219.0,Jarrad Branthwaite,Jarrad Branthwaite,8476,jarrad branthwaite
,,Jorge Cuenca,8489,jorge cuenca
544.0,Tommy Doyle,Tommy Doyle,8496,tommy doyle
305.0,Luke Thomas,Luke Thomas,8562,luke thomas
393.0,Sven Botman,Sven Botman,8635,sven botman
,,Cheick Oumar Doucoure,8666,cheick oumar doucoure
359.0,Kalvin Phillips,Kalvin Phillips,8719,kalvin phillips
,,Dara O&#039;Shea,8756,dara o039shea
145.0,Joël Veltman,Joël Veltman,8780,joel veltman
358.0,Stefan Ortega Moreno,Stefan Ortega Moreno,8786,stefan ortega moreno
,,Wataru Endo,8808,wataru endo
,,Iyenoma Destiny Udogie,8831,iyenoma destiny udogie
337.0,Konstantinos Tsimikas,Konstantinos Tsimikas,8852,konstantinos tsimikas
508.0,Guglielmo Vicario,Guglielmo Vicario,8858,guglielmo vicario
583.0,Conor Townsend,Conor Townsend,8905,conor townsend
255.0,Antonee Robinson,Antonee Robinson,8940,antonee robinson
,,Rúben Dias,8961,ruben dias
516.0,Vladimír Coufal,Vladimir Coufal,8965,vladimir coufal
171.0,Malo Gusto,Malo Gusto,9017,malo gusto
185.0,Robert Sánchez,Robert Sánchez,9098,robert sanchez
486.0,Radu Drăgușin,Radu Dragusin,9105,radu dragusin
283.0,Christian Walton,Christian Walton,9251,christian walton
,,Filip Jorgensen,9272,filip jorgensen
137.0,Jakub Moder,Jakub Moder,9284,jakub moder
500.0,Dane Scarlett,Dane Scarlett,9332,dane scarlett
,,Chimuanya Ugochukwu,9451,chimuanya ugochukwu
69.0,Daniel Jebbison,Daniel Jebbison,9509,daniel jebbison
,,Valentino Livramento,9512,valentino livramento
226.0,Tim Iroegbunam,Tim Iroegbunam,9554,tim iroegbunam
590.0,William Osula,William Osula,9556,william osula
,,David Raya,9676,david raya
86.0,Kristoffer Ajer,Kristoffer Ajer,9677,kristoffer ajer
92.0,Rico Henry,Rico Henry,9679,rico henry
102.0,Frank Onyeka,Frank Onyeka,9681,frank onyeka
,,Mads Roerslev,9685,mads roerslev
,,Armel Bella Kotchap,9710,armel bella kotchap
166.0,Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall,9739,kiernan dewsburyhall
,,José Sá,9740,jose sa
,,Jesper Lindstrom,9752,jesper lindstrom
765.0,Nico González,Nico González,9802,nico gonzalez
558.0,Yerson Mosquera,Yerson Mosquera,9958,yerson mosquera
174.0,Roméo Lavia,Romeo Lavia,10004,romeo lavia
8.0,Jakub Kiwior,Jakub Kiwior,10012,jakub kiwior
598.0,Lamare Bogarde,Lamare Bogarde,10025,lamare bogarde
,,Jeremy Sarmiento,10036,jeremy sarmiento
506.0,Micky van de Ven,Micky van de Ven,10050,micky van de ven
674.0,Paris Maghoma,Paris Maghoma,10053,paris maghoma
459.0,Samuel Edozie,Samuel Edozie,10072,samuel edozie
313.0,Conor Bradley,Conor Bradley,10120,conor bradley
299.0,Kasey McAteer,Kasey McAteer,10166,kasey mcateer
489.0,Archie Gray,Archie Gray,10184,archie gray
333.0,Jarell Quansah,Jarell Quansah,10187,jarell quansah
399.0,Lewis Hall,Lewis Hall,10216,lewis hall
231.0,Vitalii Mykolenko,Vitalii Mykolenko,10291,vitalii mykolenko
234.0,Nathan Patterson,Nathan Patterson,10292,nathan patterson
,,Toti,10293,toti
,,Chiquinho,10327,chiquinho
572.0,Leny Yoro,Leny Yoro,10564,leny yoro
594.0,Noussair Mazraoui,Noussair Mazraoui,10696,noussair mazraoui
323.0,Ryan Gravenberch,Ryan Gravenberch,10697,ryan gravenberch
256.0,Jay Stansfield,Jay Stansfield,10718,jay stansfield
338.0,Sepp van den Berg,Sepp van den Berg,10721,sepp van den berg
68.0,James Hill,James Hill,10747,james hill
444.0,Harry Toffolo,Harry Toffolo,10758,harry toffolo
379.0,Tyrell Malacia,Tyrell Malacia,10803,tyrell malacia
612.0,Wilson Odobert,Wilson Odobert,10822,wilson odobert
720.0,Emmanuel Agbadou,Emmanuel Agbadou,10856,emmanuel agbadou
79.0,Marcos Senesi,Marcos Senesi,10864,marcos senesi
383.0,André Onana,André Onana,10913,andre onana
564.0,Santiago Bueno,Santiago Bueno,10945,santiago bueno
,,Matheus Nunes,11000,matheus nunes
121.0,Julio Enciso,Julio Enciso,11058,julio enciso
,,Antony,11094,antony
602.0,Ryan Trevitt,Ryan Trevitt,11146,ryan trevitt
605.0,Martial Godo,Martial Godo,11164,martial godo
,,Chadi Riad,11167,chadi riad
378.0,Kobbie Mainoo,Kobbie Mainoo,11174,kobbie mainoo
698.0,Divin Mubama,Divin Mubama,11242,divin mubama
757.0,Michael Kayode,Michael Kayode,11281,michael kayode
179.0,Mykhailo Mudryk,Mykhailo Mudryk,11305,mykhailo mudryk
595.0,Brajan Gruda,Brajan Gruda,11310,brajan gruda
,,Danilo,11317,danilo
457.0,James Bree,James Bree,11359,james bree
296.0,Victor Kristiansen,Victor Kristiansen,11367,victor kristiansen
,,Renato Veiga,11383,renato veiga
600.0,Yasin Ayari,Yasin Ayari,11385,yasin ayari
643.0,Kaelan Casey,Kaelan Casey,11409,kaelan casey
85.0,Illia Zabarnyi,Illia Zabarnyi,11486,illia zabarnyi
,,Nico O&#039;Reilly,11592,nico o039reilly
451.0,Samuel Amo-Ameyaw,Samuel Amo-Ameyaw,11618,samuel amoameyaw
,,Marc Guiu,11633,marc guiu
146.0,Bart Verbruggen,Bart Verbruggen,11711,bart verbruggen
632.0,Chiedozie Ogbene,Chiedozie Ogbene,11719,chiedozie ogbene
,,Julián Araujo,11745,julian araujo
,,Abduqodir Khusanov,11763,abduqodir khusanov
