name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,player_id,points_last_3,points_last_5,points_avg_5,minutes_last_5,starts_last_5,goals_last_5,assists_last_5,bps_avg_5,influence_avg_5,creativity_avg_5,threat_avg_5,ict_index_avg_5,form_5,price
Cédric Alves Soares,DEF,Arsenal,0.5,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,161,0,0,0.0,0.0,2022-12-26T20:00:00Z,0,19,0,0,0,0,17,0,14551,0,1,3,0.0,0,40,663,623,42,True,0,17,1,2.0,2.0,0.4,28.0,0.0,0.0,0.0,1.0,0.48,0.32,0.0,0.08,0.4,4.2
Cédric Alves Soares,DEF,Arsenal,0.5,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,172,0,0,0.0,0.0,2022-12-31T17:30:00Z,0,5,0,0,0,0,18,0,14533,0,4,2,0.0,0,-107,113,220,42,False,0,18,1,1.0,2.0,0.4,28.0,0.0,0.0,0.0,1.0,0.48,0.32,0.0,0.08,0.4,4.2
Cédric Alves Soares,DEF,Arsenal,0.5,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,181,0,0,0.0,0.0,2023-01-03T19:45:00Z,0,15,0,0,0,0,19,0,14456,0,0,0,0.0,0,-128,70,198,42,True,0,19,1,1.0,2.0,0.4,28.0,0.0,0.0,0.0,1.0,0.48,0.32,0.0,0.08,0.4,4.2
Cédric Alves Soares,DEF,Arsenal,0.0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,199,0,0,0.0,0.0,2023-01-15T16:30:00Z,0,18,0,0,0,0,20,0,14425,0,2,0,0.0,0,-131,108,239,42,False,0,20,1,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,4.2
Cédric Alves Soares,DEF,Arsenal,0.5,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,201,0,0,0.0,0.0,2023-01-22T16:30:00Z,0,14,0,0,0,0,21,0,14379,0,2,3,0.0,0,-117,68,185,42,True,0,21,1,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,4.2
Cédric Alves Soares,DEF,Fulham,-0.5,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,214,0,0,0.0,0.0,2023-02-03T20:00:00Z,0,6,0,0,0,0,22,0,14703,0,0,0,0.0,0,207,481,274,42,False,0,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cédric Alves Soares,DEF,Fulham,0.3,0,0,3,0,0.1,1,0.0,0.0,0.0,0.0,224,0,0,0.1,0.4,2023-02-11T15:00:00Z,1,16,0,0,0,0,23,0,14828,0,0,2,0.0,1,78,234,156,42,True,0,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cédric Alves Soares,DEF,Fulham,0.3,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,233,0,0,0.0,0.0,2023-02-18T15:00:00Z,0,5,0,0,0,0,24,0,14910,0,1,0,0.0,0,48,179,131,42,False,0,24,1,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.6,0.08,0.02,0.0,0.02,0.2,4.2
Cédric Alves Soares,DEF,Fulham,0.2,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,244,0,0,0.0,0.0,2023-02-24T20:00:00Z,0,20,0,0,0,0,25,0,15236,0,1,1,0.0,0,122,330,208,42,True,0,25,1,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.6,0.08,0.02,0.0,0.02,0.2,4.2
Cédric Alves Soares,DEF,Fulham,0.5,0,0,5,0,0.3,1,0.0,0.0,0.0,0.35,253,1,0,0.5,4.2,2023-03-06T20:00:00Z,7,4,0,0,0,0,26,0,15056,0,2,3,0.0,1,-71,151,222,42,False,0,26,1,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.6,0.08,0.02,0.0,0.02,0.2,4.2
Cédric Alves Soares,DEF,Fulham,0.0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,264,0,0,0.0,0.0,2023-03-12T14:00:00Z,0,1,0,0,0,0,27,0,14820,0,3,0,0.0,0,-250,85,335,42,True,0,27,1,1.0,2.0,0.4,8.0,0.0,0.0,0.0,1.6,0.9200000000000002,0.08,0.0,0.12,0.4,4.2
Cédric Alves Soares,DEF,Fulham,1.0,0,0,3,0,0.4,1,0.0,0.0,0.0,0.26,282,0,0,0.1,0.8,2023-04-01T14:00:00Z,8,3,0,0,0,0,29,0,14836,0,1,2,0.0,1,27,163,136,42,False,0,29,1,1.0,2.0,0.4,8.0,0.0,0.0,0.0,1.6,0.9200000000000002,0.07999999999999999,0.0,0.12,0.4,4.2
Cédric Alves Soares,DEF,Fulham,1.5,0,0,19,0,32.4,1,0.11,0.13,0.02,0.19,293,1,0,5.9,20.2,2023-04-08T14:00:00Z,67,19,0,0,0,0,30,0,14876,1,1,0,6.0,2,9,129,120,42,True,0,30,1,2.0,2.0,0.4,15.0,0.0,0.0,0.0,1.6,1.0,0.13999999999999999,0.0,0.12,0.4,4.2
Cédric Alves Soares,DEF,Fulham,1.0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,303,0,0,0.0,0.0,2023-04-15T14:00:00Z,0,8,0,0,0,0,31,0,15135,0,3,1,0.0,0,222,320,98,42,False,0,31,1,3.0,4.0,0.8,82.0,1.0,0.0,0.0,5.4,5.04,6.62,1.2,1.3,0.8,4.2
Cédric Alves Soares,DEF,Fulham,0.8,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,316,0,0,0.0,0.0,2023-04-22T11:30:00Z,0,11,0,0,0,0,32,0,15302,0,1,2,0.0,0,41,202,161,42,True,0,32,1,3.0,4.0,0.8,82.0,1.0,0.0,0.0,5.4,5.04,6.62,1.2,1.3,0.8,4.2
Cédric Alves Soares,DEF,Fulham,0.8,0,0,4,0,1.2,1,0.0,0.0,0.0,0.26,321,0,0,0.9,6.2,2023-04-25T18:45:00Z,22,2,0,0,0,0,33,0,15223,0,0,1,2.0,1,0,130,130,42,False,0,33,1,2.0,3.0,0.6,75.0,1.0,0.0,0.0,4.4,4.2,6.5600000000000005,1.2,1.2,0.6,4.2
Cédric Alves Soares,DEF,Fulham,0.1,0,0,17,0,15.4,1,0.07,0.11,0.04,1.73,276,1,0,4.0,22.2,2023-05-03T19:00:00Z,90,12,0,0,0,0,34,0,15539,1,0,1,2.0,2,142,306,164,42,False,0,34,1,1.0,4.0,0.8,97.0,1.0,0.0,0.0,5.2,5.4399999999999995,6.800000000000002,1.6,1.3800000000000001,0.8,4.2
Cédric Alves Soares,DEF,Fulham,0.1,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,336,0,0,0.0,0.0,2023-04-30T13:00:00Z,0,13,0,0,0,0,34,0,15539,0,2,1,0.0,0,142,306,164,42,True,0,34,1,1.0,4.0,0.8,97.0,1.0,0.0,0.0,5.2,5.4399999999999995,6.800000000000002,1.6,1.3800000000000001,0.8,4.2
Cédric Alves Soares,DEF,Fulham,0.5,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,343,0,0,0.0,0.0,2023-05-08T14:00:00Z,0,10,0,0,0,0,35,0,15530,0,3,5,0.0,0,111,264,153,42,True,0,35,1,3.0,5.0,1.0,179.0,2.0,0.0,0.0,6.3,7.5,8.26,1.8,1.7600000000000002,1.0,4.2
Cédric Alves Soares,DEF,Fulham,0.0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,360,0,0,0.0,0.0,2023-05-13T14:00:00Z,0,17,0,0,0,0,36,0,15610,0,2,0,0.0,0,42,180,138,42,False,0,36,1,3.0,3.0,0.6,112.0,1.0,0.0,0.0,2.5,3.46,1.78,0.6,0.58,0.6,4.2
Cédric Alves Soares,DEF,Fulham,0.4,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,363,0,0,0.0,0.0,2023-05-20T14:00:00Z,0,7,0,0,0,0,37,0,15704,0,2,2,0.0,0,64,210,146,42,True,0,37,1,2.0,3.0,0.6,112.0,1.0,0.0,0.0,2.5,3.46,1.78,0.6,0.58,0.6,4.2
Cédric Alves Soares,DEF,Fulham,0.3,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,379,0,0,0.0,0.0,2023-05-28T15:30:00Z,0,14,0,0,0,0,38,0,15719,0,1,2,0.0,0,7,123,116,42,False,0,38,1,0.0,3.0,0.6,112.0,1.0,0.0,0.0,2.5,3.46,1.78,0.6,0.58,0.6,4.2
Bernd Leno,GK,Fulham,0.7,0,0,0,0,0.0,2,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,2022-08-06T11:30:00Z,0,12,0,0,0,0,1,0,116351,0,2,2,0.0,0,0,0,0,45,True,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Bernd Leno,GK,Fulham,-0.5,0,0,0,0,0.0,2,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2022-08-13T14:00:00Z,0,20,0,0,0,0,2,0,129089,0,0,0,0.0,0,-7183,5642,12825,45,False,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Bernd Leno,GK,Fulham,0.2,0,0,15,0,0.0,2,0.0,0.0,0.0,0.0,24,2,0,2.6,25.8,2022-08-20T14:00:00Z,90,4,0,0,0,0,3,3,121123,0,2,3,0.0,2,-13340,3510,16850,45,True,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Bernd Leno,GK,Fulham,0.2,0,0,22,0,0.0,2,0.0,0.0,0.0,0.0,31,2,0,4.7,46.8,2022-08-27T16:30:00Z,90,1,0,0,0,0,4,6,120315,0,1,2,0.0,3,-5667,2998,8665,45,False,0,4,2,2.0,2.0,0.6666666666666666,90.0,1.0,0.0,0.0,5.0,8.6,0.0,0.0,0.8666666666666667,0.6666666666666666,4.5
Bernd Leno,GK,Fulham,0.9,0,0,13,0,10.0,2,0.0,0.0,0.0,0.0,44,1,0,2.9,19.0,2022-08-30T18:30:00Z,90,5,0,0,0,0,5,2,130735,0,1,2,0.0,2,4041,10100,6059,45,True,0,5,2,5.0,5.0,1.25,180.0,2.0,0.0,0.0,9.25,18.15,0.0,0.0,1.8250000000000002,1.25,4.5
Bernd Leno,GK,Fulham,1.0,0,0,25,0,0.0,2,0.0,0.0,0.0,0.0,59,2,0,5.8,57.6,2022-09-03T14:00:00Z,90,18,0,0,0,0,6,8,135461,0,1,2,0.0,3,-229,9179,9408,45,False,0,6,2,7.0,7.0,1.4,270.0,3.0,0.0,0.0,10.0,18.32,2.0,0.0,2.04,1.4,4.5
Bernd Leno,GK,Fulham,2.7,0,0,11,0,0.0,2,0.0,0.0,0.0,0.0,78,2,0,0.8,8.0,2022-09-16T19:00:00Z,90,16,0,0,0,0,8,1,183836,0,3,2,0.0,1,24787,30484,5697,45,False,0,8,2,8.0,10.0,2.0,360.0,4.0,0.0,0.0,15.0,29.839999999999996,2.0,0.0,3.2,2.0,4.5
Bernd Leno,GK,Fulham,1.5,0,0,21,0,0.0,2,0.0,0.0,0.0,0.0,84,4,0,5.0,50.2,2022-10-01T14:00:00Z,90,15,0,0,0,0,9,6,176437,0,4,1,0.0,2,2862,14046,11184,45,True,0,9,2,6.0,11.0,2.2,450.0,5.0,0.0,0.0,17.2,31.439999999999998,2.0,0.0,3.3600000000000003,2.2,4.5
Bernd Leno,GK,Fulham,1.7,0,0,17,0,0.0,2,0.0,0.0,0.0,0.0,100,3,0,3.2,31.8,2022-10-09T13:00:00Z,90,19,0,0,0,0,10,5,170686,0,1,3,0.0,2,-6887,5162,12049,45,False,0,10,2,6.0,11.0,2.2,450.0,5.0,0.0,0.0,18.4,36.32,2.0,0.0,3.84,2.2,4.5
Bernd Leno,GK,Fulham,2.5,0,0,18,0,0.0,2,0.0,0.0,0.0,0.0,103,2,0,3.2,31.6,2022-10-15T14:00:00Z,90,3,0,0,0,0,11,4,178799,0,2,2,0.0,2,5836,11926,6090,45,True,0,11,2,5.0,10.0,2.0,450.0,5.0,0.0,0.0,17.4,33.32,2.0,0.0,3.54,2.0,4.5
Bernd Leno,GK,Fulham,0.0,0,3,40,1,0.0,2,0.0,0.0,0.0,0.0,116,0,0,4.7,47.0,2022-10-20T18:30:00Z,90,2,0,0,0,0,12,6,171874,0,0,3,0.0,11,-5350,2893,8243,45,True,0,12,2,6.0,10.0,2.0,450.0,5.0,0.0,0.0,18.4,35.84,0.0,0.0,3.6,2.0,4.5
Bernd Leno,GK,Fulham,3.8,0,0,15,0,0.0,2,0.0,0.0,0.0,0.0,124,2,0,2.3,23.4,2022-10-23T13:00:00Z,90,11,0,0,0,0,13,3,173006,0,3,2,0.0,2,-1605,4340,5945,45,False,0,13,2,15.0,18.0,3.6,450.0,5.0,0.0,0.0,21.4,33.720000000000006,0.0,0.0,3.38,3.6,4.5
Bernd Leno,GK,Fulham,4.8,0,3,35,1,0.0,2,0.0,0.0,0.0,0.0,136,0,0,4.0,39.6,2022-10-29T16:30:00Z,90,8,0,0,0,0,14,4,171453,0,0,0,0.0,10,-2443,3728,6171,45,True,0,14,2,15.0,19.0,3.8,450.0,5.0,0.0,0.0,22.2,36.8,0.0,0.0,3.6799999999999997,3.8,4.5
Bernd Leno,GK,Fulham,4.4,0,0,16,0,0.0,2,0.0,0.0,0.0,0.0,145,2,0,1.9,19.4,2022-11-05T15:00:00Z,90,13,0,0,0,0,15,3,172523,0,1,2,0.0,2,-90,6349,6439,45,False,0,15,2,23.0,27.0,5.4,450.0,5.0,0.0,0.0,25.0,34.67999999999999,0.0,0.0,3.4799999999999995,5.4,4.5
Bernd Leno,GK,Fulham,5.7,0,2,29,0,0.0,2,0.00113,0.00113,0.0,2.5776,153,2,0,0.0,0.0,2022-11-13T16:30:00Z,90,14,0,0,0,0,16,8,172422,1,2,1,0.0,5,-1258,5166,6424,45,True,0,16,2,14.0,27.0,5.4,450.0,5.0,0.0,0.0,24.8,32.2,0.0,0.0,3.22,5.4,4.5
Bernd Leno,GK,Fulham,6.0,0,0,23,1,0.0,2,0.00033,0.00033,0.0,0.3977,165,0,0,0.5,4.8,2022-12-26T15:00:00Z,90,7,0,0,0,0,17,0,199970,1,3,0,0.0,6,24777,67817,43040,45,False,0,17,2,17.0,30.0,6.0,450.0,5.0,0.0,0.0,27.0,25.879999999999995,0.0,0.0,2.58,6.0,4.5
Bernd Leno,GK,Fulham,4.0,0,0,20,0,0.0,2,0.00423,0.00423,0.0,0.7941,173,1,0,1.9,19.2,2022-12-31T15:00:00Z,90,17,0,0,0,0,18,2,222038,1,1,2,0.0,2,20380,25348,4968,45,True,0,18,2,13.0,25.0,5.0,450.0,5.0,0.0,0.0,23.6,17.44,0.0,0.0,1.7399999999999998,5.0,4.5
Bernd Leno,GK,Fulham,10.5,0,0,25,0,0.0,2,5e-05,5e-05,0.0,2.1298,64,1,0,6.7,66.8,2023-01-12T20:00:00Z,90,6,0,0,0,0,19,9,260929,1,1,2,0.0,4,33534,40051,6517,45,True,1,19,2,13.0,25.0,5.0,450.0,5.0,0.0,0.0,24.6,16.6,0.0,0.0,1.6600000000000001,5.0,4.5
Bernd Leno,GK,Fulham,10.5,0,3,29,1,0.0,2,0.00051,0.00051,0.0,1.6855,188,0,0,4.4,43.8,2023-01-03T19:45:00Z,90,10,0,0,0,0,19,6,260929,1,1,0,0.0,10,33534,40051,6517,45,False,1,19,2,13.0,25.0,5.0,450.0,5.0,0.0,0.0,24.6,16.6,0.0,0.0,1.6600000000000001,5.0,4.5
Bernd Leno,GK,Fulham,5.0,0,0,19,0,0.0,2,0.00102,0.00102,0.0,2.1277,197,1,0,3.3,32.6,2023-01-15T14:00:00Z,90,15,0,0,0,0,20,4,252553,1,0,1,0.0,3,-3839,14011,17850,45,False,0,20,2,22.0,29.0,5.8,540.0,6.0,0.0,0.0,23.0,19.74,0.0,0.0,1.9700000000000002,5.8,4.5
Bernd Leno,GK,Fulham,4.0,0,0,12,0,0.0,2,0.00194,0.00194,0.0,0.8957,204,1,0,1.9,19.0,2023-01-23T20:15:00Z,90,18,0,0,0,0,21,2,259831,1,1,0,0.0,2,4225,15171,10946,45,True,0,21,2,19.0,30.0,6.0,540.0,6.0,0.0,0.0,23.6,22.38,0.0,0.0,2.25,6.0,4.5
Bernd Leno,GK,Fulham,3.3,0,0,27,1,0.0,2,0.0,0.0,0.0,1.54,214,0,0,2.0,19.8,2023-02-03T20:00:00Z,90,6,0,0,0,0,22,2,258793,1,0,0,0.0,6,-2616,15265,17881,45,False,0,22,2,19.0,27.0,5.4,540.0,6.0,0.0,0.0,20.2,26.18,0.0,0.0,2.63,5.4,4.5
Bernd Leno,GK,Fulham,4.7,0,0,28,1,0.0,2,0.0,0.0,0.0,0.67,224,0,0,1.6,16.2,2023-02-11T15:00:00Z,90,16,0,0,0,0,23,1,273675,1,0,2,0.0,6,12461,20645,8184,45,True,0,23,2,11.0,27.0,5.4,540.0,6.0,0.0,0.0,21.0,29.18,0.0,0.0,2.93,5.4,4.5
Bernd Leno,GK,Fulham,7.7,0,3,36,1,0.0,2,0.0,0.0,0.0,2.2,233,0,0,5.8,58.2,2023-02-18T15:00:00Z,90,5,0,0,0,0,24,7,280731,1,1,0,0.0,11,6507,14157,7650,45,False,0,24,2,14.0,31.0,6.2,540.0,6.0,0.0,0.0,22.6,28.580000000000002,0.0,0.0,2.87,6.2,4.5
Bernd Leno,GK,Fulham,6.2,0,0,9,0,0.0,2,0.0,0.0,0.0,0.8,244,1,0,1.3,13.0,2023-02-24T20:00:00Z,90,20,0,0,0,0,25,1,442547,1,1,1,0.0,2,103514,118268,14754,45,True,0,25,2,23.0,28.0,5.6,450.0,5.0,0.0,0.0,24.4,29.160000000000004,0.0,0.0,2.9200000000000004,5.6,4.5
Bernd Leno,GK,Fulham,5.2,0,0,19,0,0.0,2,0.0,0.0,0.0,2.34,253,3,0,2.5,25.0,2023-03-06T20:00:00Z,90,4,0,0,0,0,26,3,384759,1,2,3,0.0,2,-2333,23574,25907,45,False,0,26,2,19.0,27.0,5.4,450.0,5.0,0.0,0.0,22.4,25.240000000000002,0.0,0.0,2.52,5.4,4.5
Bernd Leno,GK,Fulham,3.7,0,0,17,0,0.0,2,0.0,0.0,0.0,2.38,264,3,0,3.1,31.4,2023-03-12T14:00:00Z,90,1,0,0,0,0,27,4,371508,1,3,0,0.0,2,-14240,12399,26639,45,True,0,27,2,15.0,27.0,5.4,450.0,5.0,0.0,0.0,23.8,26.439999999999998,0.0,0.0,2.6399999999999997,5.4,4.5
Bernd Leno,GK,Fulham,2.5,0,0,19,0,0.0,2,0.0,0.0,0.0,2.32,282,2,0,3.9,39.4,2023-04-01T14:00:00Z,90,3,0,0,0,0,29,4,363529,1,1,2,0.0,2,6436,22818,16382,45,False,0,29,2,6.0,23.0,4.6,450.0,5.0,0.0,0.0,21.8,28.76,0.0,0.0,2.86,4.6,4.5
Bernd Leno,GK,Fulham,2.5,0,0,21,0,0.0,2,0.0,0.0,0.0,1.09,293,1,0,4.2,41.8,2023-04-08T14:00:00Z,90,19,0,0,0,0,30,5,379403,1,1,0,0.0,3,13418,24090,10672,45,True,0,30,2,6.0,19.0,3.8,450.0,5.0,0.0,0.0,20.0,33.4,0.0,0.0,3.3200000000000003,3.8,4.5
Bernd Leno,GK,Fulham,2.7,0,0,19,0,0.0,2,0.0,0.0,0.0,1.31,303,1,0,4.3,42.6,2023-04-15T14:00:00Z,90,8,0,0,0,0,31,6,387301,1,3,1,0.0,3,7345,17247,9902,46,False,1,31,2,7.0,11.0,2.2,450.0,5.0,0.0,0.0,17.0,30.119999999999997,0.0,0.0,3.0,2.2,4.6
Bernd Leno,GK,Fulham,2.5,0,0,13,0,0.0,2,0.0,0.0,0.0,0.89,316,1,0,1.1,11.4,2023-04-22T11:30:00Z,90,11,0,0,0,0,32,2,454237,1,1,2,0.0,2,24885,32637,7752,46,True,0,32,2,8.0,12.0,2.4,450.0,5.0,0.0,0.0,19.0,36.04,0.0,0.0,3.6,2.4,4.6
Bernd Leno,GK,Fulham,2.4,0,0,12,0,0.0,2,0.0,0.0,0.0,0.97,321,1,0,1.5,14.8,2023-04-25T18:45:00Z,90,2,0,0,0,0,33,2,413459,1,0,1,0.0,2,614,19189,18575,46,False,0,33,2,8.0,12.0,2.4,450.0,5.0,0.0,0.0,17.8,33.32,0.0,0.0,3.3200000000000003,2.4,4.6
Bernd Leno,GK,Fulham,3.5,0,0,12,0,0.0,2,0.0,0.0,0.0,1.73,276,1,0,1.7,16.8,2023-05-03T19:00:00Z,90,12,0,0,0,0,34,2,400036,1,0,1,0.0,2,-13489,11564,25053,46,False,0,34,2,7.0,12.0,2.4,450.0,5.0,0.0,0.0,16.8,30.0,0.0,0.0,3.0,2.4,4.6
Bernd Leno,GK,Fulham,3.5,0,0,25,0,0.0,2,0.0,0.0,0.0,2.59,336,2,0,6.2,61.8,2023-04-30T13:00:00Z,90,13,0,0,0,0,34,7,400036,1,2,1,0.0,3,-13489,11564,25053,46,True,0,34,2,7.0,12.0,2.4,450.0,5.0,0.0,0.0,16.8,30.0,0.0,0.0,3.0,2.4,4.6
