name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,player_id,points_last_3,points_last_5,points_avg_5,minutes_last_5,starts_last_5,goals_last_5,assists_last_5,bps_avg_5,influence_avg_5,creativity_avg_5,threat_avg_5,ict_index_avg_5,form_5,price
Cyrus Christie,DEF,Fulham,0.6,0,0,0,0,0.0,179,2,0,0,0.0,0.0,2020-09-12T11:30:00Z,0,1,0,0,0,0,1,0,10166,3,0,0.0,0,0,0,0,45,True,0,1,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,13,0,0,0.0,0.0,2020-09-19T14:00:00Z,0,10,0,0,0,0,2,0,9309,3,4,0.0,0,-1946,200,2146,45,False,0,2,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,22,0,0,0.0,0.0,2020-09-28T16:45:00Z,0,2,0,0,0,0,3,0,6099,3,0,0.0,0,-3339,81,3420,44,True,0,3,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,38,0,0,0.0,0.0,2020-10-04T13:00:00Z,0,20,0,0,0,0,4,0,4829,0,1,0.0,0,-1382,22,1404,44,False,0,4,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,15,0,0,0,0,5,0,3995,1,1,0.0,0,-870,23,893,44,False,0,5,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,6,0,0,0,0,6,0,3667,2,1,0.0,0,-362,73,435,43,True,0,6,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,61,0,0,0.0,0.0,2020-11-02T17:30:00Z,0,18,0,0,0,0,7,0,3355,0,2,0.0,0,-330,43,373,43,True,0,7,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,78,0,0,0.0,0.0,2020-11-07T20:00:00Z,0,19,0,0,0,0,8,0,3136,0,1,0.0,0,-221,11,232,43,False,0,8,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,81,0,0,0.0,0.0,2020-11-22T12:00:00Z,0,7,0,0,0,0,9,0,2930,3,2,0.0,0,-201,32,233,43,True,0,9,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,94,0,0,0.0,0.0,2020-11-30T17:30:00Z,0,9,0,0,0,0,10,0,2828,2,1,0.0,0,-116,4,120,43,False,0,10,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,104,0,0,0.0,0.0,2020-12-05T15:00:00Z,0,12,0,0,0,0,11,0,2783,0,2,0.0,0,-52,73,125,43,False,0,11,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,112,0,0,0.0,0.0,2020-12-13T16:30:00Z,0,11,0,0,0,0,12,0,2696,1,1,0.0,0,-100,32,132,43,True,0,12,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,121,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,3,0,0,0,0,13,0,2616,0,0,0.0,0,-75,0,75,43,True,0,13,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,14,0,0,0,0,14,0,2570,1,1,0.0,0,-55,11,66,43,False,0,14,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,141,0,0,0.0,0.0,2020-12-26T15:00:00Z,0,16,0,0,0,0,15,0,2510,0,0,0.0,0,-57,41,98,42,True,0,15,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,157,0,0,0.0,0.0,2021-01-13T20:15:00Z,0,17,0,0,0,0,18,0,2361,1,1,0.0,0,-72,22,94,42,False,0,18,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,2352,2,1,0.0,0,-17,22,39,42,True,0,19,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,181,0,0,0.0,0.0,2021-01-16T17:30:00Z,0,5,0,0,0,0,19,0,2352,1,0,0.0,0,-17,22,39,42,True,0,19,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,189,0,0,0.0,0.0,2021-01-27T19:30:00Z,0,3,0,0,0,0,20,0,2290,0,0,0.0,0,-67,0,67,42,False,0,20,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,207,0,0,0.0,0.0,2021-01-30T15:00:00Z,0,18,0,0,0,0,21,0,2271,2,2,0.0,0,-18,0,18,42,False,0,21,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,211,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,9,0,0,0,0,22,0,2246,2,0,0.0,0,-24,0,24,42,True,0,22,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,221,0,0,0.0,0.0,2021-02-06T17:30:00Z,0,19,0,0,0,0,23,0,2230,0,0,0.0,0,-17,0,17,42,True,0,23,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,160,0,0,0.0,0.0,2021-02-17T18:00:00Z,0,4,0,0,0,0,24,0,2212,1,1,0.0,0,-19,0,19,42,False,0,24,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,233,0,0,0.0,0.0,2021-02-14T19:00:00Z,0,7,0,0,0,0,24,0,2212,2,0,0.0,0,-19,0,19,42,False,0,24,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,243,0,0,0.0,0.0,2021-02-20T20:00:00Z,0,15,0,0,0,0,25,0,2193,0,1,0.0,0,-17,0,17,42,True,0,25,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,250,0,0,0.0,0.0,2021-02-28T12:00:00Z,0,6,0,0,0,0,26,0,2167,0,0,0.0,0,-27,0,27,42,False,0,26,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,321,0,0,0.0,0.0,2021-03-04T18:00:00Z,0,17,0,0,0,0,26,0,2167,1,0,0.0,0,-27,0,27,42,True,0,26,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,11,0,0,0,0,27,0,2156,1,0,0.0,0,-12,0,12,42,False,0,27,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,272,0,0,0.0,0.0,2021-03-13T20:00:00Z,0,12,0,0,0,0,28,0,2141,3,0,0.0,0,-15,0,15,42,True,0,28,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,282,0,0,0.0,0.0,2021-03-19T20:00:00Z,0,10,0,0,0,0,29,0,2133,2,1,0.0,0,-6,0,6,42,True,0,29,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,290,0,0,0.0,0.0,2021-04-04T15:30:00Z,0,2,0,0,0,0,30,0,2132,1,3,0.0,0,-3,0,3,42,False,0,30,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,302,0,0,0.0,0.0,2021-04-09T19:00:00Z,0,20,0,0,0,0,31,0,2130,1,0,0.0,0,-2,0,2,42,True,0,31,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,309,0,0,0.0,0.0,2021-04-18T12:30:00Z,0,1,0,0,0,0,32,0,2124,1,1,0.0,0,-6,0,6,42,False,0,32,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,331,0,0,0.0,0.0,2021-05-01T16:30:00Z,0,5,0,0,0,0,34,0,2117,0,2,0.0,0,-3,0,3,42,False,0,34,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,341,0,0,0.0,0.0,2021-05-10T19:00:00Z,0,4,0,0,0,0,35,0,2113,2,0,0.0,0,-4,0,4,42,True,0,35,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,357,0,0,0.0,0.0,2021-05-15T14:00:00Z,0,16,0,0,0,0,36,0,2109,1,3,0.0,0,-3,0,3,42,False,0,36,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,364,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,13,0,0,0,0,37,0,2104,1,1,0.0,0,-5,0,5,42,False,0,37,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Cyrus Christie,DEF,Fulham,0.0,0,0,0,0,0.0,179,371,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,14,0,0,0,0,38,0,2096,2,0,0.0,0,-8,0,8,42,True,0,38,179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Neeskens Kebano,MID,Fulham,0.4,0,0,7,0,2.7,180,2,3,0,2.2,1.0,2020-09-12T11:30:00Z,62,1,0,0,0,0,1,0,9467,3,0,18.0,2,0,0,0,50,True,0,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Neeskens Kebano,MID,Fulham,1.5,0,0,-1,0,0.5,180,13,0,0,0.2,0.0,2020-09-19T14:00:00Z,32,10,0,0,0,0,2,0,10300,3,4,4.0,1,-944,1168,2112,50,False,0,2,180,2.0,2.0,2.0,62.0,1.0,0.0,0.0,7.0,1.0,2.7,18.0,2.2,2.0,5.0
Neeskens Kebano,MID,Fulham,1.3,0,0,3,0,1.3,180,22,0,0,1.2,0.4,2020-09-28T16:45:00Z,12,2,0,0,0,0,3,0,8265,3,0,10.0,1,-2211,442,2653,49,True,0,3,180,3.0,3.0,1.5,94.0,1.0,0.0,0.0,3.0,0.5,1.6,11.0,1.2000000000000002,1.5,4.9
Neeskens Kebano,MID,Fulham,0.7,0,0,2,0,10.1,180,38,0,0,2.3,0.0,2020-10-04T13:00:00Z,9,20,0,0,0,0,4,0,7201,0,1,15.0,1,-1273,320,1593,49,False,0,4,180,4.0,4.0,1.3333333333333333,106.0,1.0,0.0,0.0,3.0,0.4666666666666666,1.5,10.666666666666666,1.2,1.3333333333333333,4.9
Neeskens Kebano,MID,Fulham,0.2,0,0,0,0,0.0,180,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,15,0,0,0,0,5,0,5955,1,1,0.0,0,-1360,294,1654,48,False,0,5,180,3.0,5.0,1.25,115.0,1.0,0.0,0.0,2.75,0.35,3.65,11.75,1.475,1.25,4.8
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,53,0,0,0.0,0.0,2020-10-24T14:00:00Z,0,6,0,0,0,0,6,0,5356,2,1,0.0,0,-705,184,889,48,True,0,6,180,2.0,5.0,1.0,115.0,1.0,0.0,0.0,2.2,0.27999999999999997,2.92,9.4,1.1800000000000002,1.0,4.8
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,61,0,0,0.0,0.0,2020-11-02T17:30:00Z,0,18,0,0,0,0,7,0,4691,0,2,0.0,0,-713,73,786,48,True,0,7,180,1.0,3.0,0.6,53.0,0.0,0.0,0.0,0.8,0.08,2.38,5.8,0.74,0.6,4.8
Neeskens Kebano,MID,Fulham,-0.5,0,0,0,0,0.0,180,78,0,0,0.0,0.0,2020-11-07T20:00:00Z,0,19,0,0,0,0,8,0,4076,0,1,0.0,0,-632,32,664,48,False,0,8,180,0.0,2.0,0.4,21.0,0.0,0.0,0.0,1.0,0.08,2.28,5.0,0.7,0.4,4.8
Neeskens Kebano,MID,Fulham,-0.5,0,0,0,0,0.0,180,81,0,0,0.0,0.0,2020-11-22T12:00:00Z,0,7,0,0,0,0,9,0,3878,3,2,0.0,0,-269,54,323,48,True,0,9,180,0.0,1.0,0.2,9.0,0.0,0.0,0.0,0.4,0.0,2.02,3.0,0.45999999999999996,0.2,4.8
Neeskens Kebano,MID,Fulham,-1.0,0,0,0,0,0.0,180,94,0,0,0.0,0.0,2020-11-30T17:30:00Z,0,9,0,0,0,0,10,0,3830,2,1,0.0,0,-111,61,172,48,False,0,10,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
Neeskens Kebano,MID,Fulham,-1.5,0,0,0,0,0.0,180,104,0,0,0.0,0.0,2020-12-05T15:00:00Z,0,12,0,0,0,0,11,0,3675,0,2,0.0,0,-168,42,210,48,False,0,11,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
Neeskens Kebano,MID,Fulham,-1.5,0,0,0,0,0.0,180,112,0,0,0.0,0.0,2020-12-13T16:30:00Z,0,11,0,0,0,0,12,0,3599,1,1,0.0,0,-110,49,159,48,True,0,12,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
Neeskens Kebano,MID,Fulham,-0.5,0,0,0,0,0.0,180,121,0,0,0.0,0.0,2020-12-16T20:00:00Z,0,3,0,0,0,0,13,0,3514,0,0,0.0,0,-93,22,115,48,True,0,13,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8
Neeskens Kebano,MID,Fulham,-0.5,0,0,0,0,0.0,180,135,0,0,0.0,0.0,2020-12-19T20:00:00Z,0,14,0,0,0,0,14,0,3465,1,1,0.0,0,-67,40,107,47,False,0,14,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,-0.3,0,0,2,0,0.0,180,141,0,0,0.0,0.0,2020-12-26T15:00:00Z,1,16,0,0,0,0,15,0,3423,0,0,0.0,1,-79,53,132,47,True,0,15,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,-1.6,0,0,0,0,0.0,180,157,0,0,0.0,0.0,2021-01-13T20:15:00Z,0,17,0,0,0,0,18,0,3413,1,1,0.0,0,-52,75,127,47,False,0,18,180,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,4.7
Neeskens Kebano,MID,Fulham,-1.6,0,0,0,0,0.0,180,171,0,0,0.0,0.0,2021-01-20T20:15:00Z,0,13,0,0,0,0,19,0,3305,2,1,0.0,0,-48,33,81,47,True,0,19,180,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,4.7
Neeskens Kebano,MID,Fulham,-1.6,0,0,0,0,0.0,180,181,0,0,0.0,0.0,2021-01-16T17:30:00Z,0,5,0,0,0,0,19,0,3305,1,0,0.0,0,-48,33,81,47,True,0,19,180,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,4.7
Neeskens Kebano,MID,Fulham,-0.5,0,0,0,0,0.0,180,189,0,0,0.0,0.0,2021-01-27T19:30:00Z,0,3,0,0,0,0,20,0,3271,0,0,0.0,0,-57,29,86,47,False,0,20,180,1.0,1.0,0.2,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,207,0,0,0.0,0.0,2021-01-30T15:00:00Z,0,18,0,0,0,0,21,0,3211,2,2,0.0,0,-66,11,77,47,False,0,21,180,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,211,0,0,0.0,0.0,2021-02-03T18:00:00Z,0,9,0,0,0,0,22,0,3170,2,0,0.0,0,-50,22,72,47,True,0,22,180,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,221,0,0,0.0,0.0,2021-02-06T17:30:00Z,0,19,0,0,0,0,23,0,3064,0,0,0.0,0,-105,0,105,47,True,0,23,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,160,0,0,0.0,0.0,2021-02-17T18:00:00Z,0,4,0,0,0,0,24,0,2994,1,1,0.0,0,-75,0,75,47,False,0,24,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,233,0,0,0.0,0.0,2021-02-14T19:00:00Z,0,7,0,0,0,0,24,0,2994,2,0,0.0,0,-75,0,75,47,False,0,24,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,243,0,0,0.0,0.0,2021-02-20T20:00:00Z,0,15,0,0,0,0,25,0,2953,0,1,0.0,0,-38,0,38,47,True,0,25,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,250,0,0,0.0,0.0,2021-02-28T12:00:00Z,0,6,0,0,0,0,26,0,2907,0,0,0.0,0,-48,0,48,47,False,0,26,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,321,0,0,0.0,0.0,2021-03-04T18:00:00Z,0,17,0,0,0,0,26,0,2907,1,0,0.0,0,-48,0,48,47,True,0,26,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,263,0,0,0.0,0.0,2021-03-07T14:00:00Z,0,11,0,0,0,0,27,0,2882,1,0,0.0,0,-26,0,26,47,False,0,27,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,272,0,0,0.0,0.0,2021-03-13T20:00:00Z,0,12,0,0,0,0,28,0,2863,3,0,0.0,0,-18,0,18,47,True,0,28,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,282,0,0,0.0,0.0,2021-03-19T20:00:00Z,0,10,0,0,0,0,29,0,2851,2,1,0.0,0,-13,0,13,47,True,0,29,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,290,0,0,0.0,0.0,2021-04-04T15:30:00Z,0,2,0,0,0,0,30,0,2837,1,3,0.0,0,-14,0,14,47,False,0,30,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,302,0,0,0.0,0.0,2021-04-09T19:00:00Z,0,20,0,0,0,0,31,0,2831,1,0,0.0,0,-7,0,7,47,True,0,31,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,309,0,0,0.0,0.0,2021-04-18T12:30:00Z,0,1,0,0,0,0,32,0,2821,1,1,0.0,0,-10,0,10,47,False,0,32,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,331,0,0,0.0,0.0,2021-05-01T16:30:00Z,0,5,0,0,0,0,34,0,2809,0,2,0.0,0,-6,0,6,47,False,0,34,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,341,0,0,0.0,0.0,2021-05-10T19:00:00Z,0,4,0,0,0,0,35,0,2802,2,0,0.0,0,-6,0,6,47,True,0,35,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,357,0,0,0.0,0.0,2021-05-15T14:00:00Z,0,16,0,0,0,0,36,0,2795,1,3,0.0,0,-6,0,6,47,False,0,36,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,364,0,0,0.0,0.0,2021-05-18T17:00:00Z,0,13,0,0,0,0,37,0,2793,1,1,0.0,0,-4,0,4,47,False,0,37,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Neeskens Kebano,MID,Fulham,0.0,0,0,0,0,0.0,180,371,0,0,0.0,0.0,2021-05-23T15:00:00Z,0,14,0,0,0,0,38,0,2788,2,0,0.0,0,-5,0,5,47,True,0,38,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Bobby Decordova-Reid,FWD,Fulham,0.5,0,0,4,0,0.4,181,2,0,0,0.2,0.0,2020-09-12T11:30:00Z,15,1,0,0,0,0,1,0,8412,3,0,2.0,1,0,0,0,55,True,0,1,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
Bobby Decordova-Reid,FWD,Fulham,3.0,0,0,28,0,0.5,181,13,0,1,5.2,34.6,2020-09-19T14:00:00Z,32,10,0,0,0,0,2,0,9284,3,4,17.0,5,-835,1715,2550,55,False,0,2,181,1.0,1.0,1.0,15.0,0.0,0.0,0.0,4.0,0.0,0.4,2.0,0.2,1.0,5.5
Bobby Decordova-Reid,FWD,Fulham,2.3,0,0,2,0,9.9,181,22,3,0,4.0,2.0,2020-09-28T16:45:00Z,77,2,0,0,0,0,3,0,13139,3,0,28.0,1,1979,5379,3400,55,True,1,3,181,6.0,6.0,3.0,47.0,0.0,1.0,0.0,16.0,17.3,0.45,9.5,2.7,3.0,5.5
Bobby Decordova-Reid,FWD,Fulham,1.7,0,0,11,0,3.9,181,38,1,0,0.9,5.0,2020-10-04T13:00:00Z,80,20,0,0,0,0,4,0,10928,0,1,0.0,2,-2191,725,2916,55,False,0,4,181,7.0,7.0,2.3333333333333335,124.0,1.0,1.0,0.0,11.333333333333334,12.200000000000001,3.6,15.666666666666666,3.1333333333333333,2.3333333333333335,5.5
Bobby Decordova-Reid,FWD,Fulham,0.5,0,0,0,0,0.0,181,46,0,0,0.0,0.0,2020-10-18T11:00:00Z,0,15,0,0,0,0,5,0,10224,1,1,0.0,0,-1148,1356,2504,55,False,0,5,181,8.0,9.0,2.25,204.0,2.0,1.0,0.0,11.25,10.4,3.6750000000000003,11.75,2.575,2.25,5.5
